Demographic Data Report for United States by County,,,,
Poverty: Persons below poverty,,,,
"All Ages, Black (includes Hispanic), Male",,,,
2017-2021 American Community Survey 5-Year Data,,,,
Sorted by Value,,,,
,,,,
County, FIPS,Value (Percent),People (Below Poverty),Rank within US
"Douglas County, Nebraska",31055,22.1,6509,1499 of 2897
"Jackson County, Mississippi",28059,22.1,3059,1498 of 2897
"Todd County, Minnesota",27153,22.1,15,1497 of 2897
"Atlantic County, New Jersey",34001,22,3778,1496 of 2897
"Chenango County, New York",36017,22,28,1495 of 2897
"Lackawanna County, Pennsylvania",42069,22,557,1494 of 2897
"Perry County, Ohio",39127,22,24,1493 of 2897
"East Baton Rouge Parish, Louisiana",22033,22,20819,1492 of 2897
"Mason County, Kentucky",21161,22,124,1491 of 2897
"Escambia County, Florida",12033,22,6672,1490 of 2897
"Crawford County, Pennsylvania",42039,22,105,1489 of 2897
"Campbell County, Tennessee",47013,22,9,1488 of 2897
"Montgomery County, North Carolina",37123,21.9,366,1487 of 2897
"Dorchester County, Maryland",24019,21.9,788,1486 of 2897
"Marion County, Indiana",18097,21.8,26724,1485 of 2897
"Hampton County, South Carolina",45049,21.8,997,1484 of 2897
"Martin County, North Carolina",37117,21.8,913,1483 of 2897
"New London County, Connecticut",09011,21.8,1602,1482 of 2897
"Aiken County, South Carolina",45003,21.8,4111,1481 of 2897
"Rabun County, Georgia",13241,21.7,25,1480 of 2897
"Clark County, Nevada",32003,21.7,27506,1479 of 2897
"Anderson County, South Carolina",45007,21.7,3117,1478 of 2897
"Wilkinson County, Mississippi",28157,21.7,497,1477 of 2897
"Twin Falls County, Idaho",16083,21.7,69,1476 of 2897
"Sherburne County, Minnesota",27141,21.7,243,1475 of 2897
"Rensselaer County, New York",36083,21.6,1040,1474 of 2897
"Calhoun County, South Carolina",45017,21.6,550,1473 of 2897
"Decatur County, Georgia",13087,21.6,1133,1472 of 2897
"Jefferson Davis County, Mississippi",28065,21.6,702,1471 of 2897
"Pickaway County, Ohio",39129,21.6,91,1470 of 2897
"Jo Daviess County, Illinois",17085,21.6,19,1468 of 2897
"Le Sueur County, Minnesota",27079,21.6,19,1468 of 2897
"Penobscot County, Maine",23019,21.6,151,1467 of 2897
"Lee County, South Carolina",45061,21.6,990,1466 of 2897
"Jefferson County, Illinois",17081,21.6,282,1465 of 2897
"Shasta County, California",06089,21.5,232,1464 of 2897
"Miami County, Kansas",20121,21.5,26,1463 of 2897
"Taylor County, Texas",48441,21.5,1061,1462 of 2897
"Hill County, Texas",48217,21.5,225,1461 of 2897
"Woodbury County, Iowa",19193,21.5,442,1460 of 2897
"Volusia County, Florida",12127,21.5,5691,1459 of 2897
"Talladega County, Alabama",01121,21.4,2386,1458 of 2897
"Kings County, California",06031,21.4,795,1457 of 2897
"Cameron County, Texas",48061,21.4,298,1456 of 2897
"Burleson County, Texas",48051,21.4,244,1455 of 2897
"Benton County, Minnesota",27009,21.4,219,1454 of 2897
"King and Queen County, Virginia",51097,21.4,186,1453 of 2897
"Tuscaloosa County, Alabama",01125,21.4,6720,1452 of 2897
"Boyle County, Kentucky",21021,21.3,260,1451 of 2897
"Westmoreland County, Virginia",51193,21.3,487,1450 of 2897
"Siskiyou County, California",06093,21.3,102,1449 of 2897
"Northampton County, North Carolina",37131,21.3,921,1448 of 2897
"Mercer County, Ohio",39107,21.3,23,1447 of 2897
"Sonoma County, California",06097,21.3,783,1446 of 2897
"Windham County, Connecticut",09015,21.3,206,1445 of 2897
"Williamsburg City, Virginia",51830,21.3,220,1444 of 2897
"Hoke County, North Carolina",37093,21.2,1687,1443 of 2897
"Newport County, Rhode Island",44005,21.2,340,1442 of 2897
"Kershaw County, South Carolina",45055,21.2,1460,1441 of 2897
"Canyon County, Idaho",16027,21.2,140,1440 of 2897
"Cumberland County, North Carolina",37051,21.2,11852,1439 of 2897
"Randolph County, Missouri",29175,21.2,103,1438 of 2897
"Chattahoochee County, Georgia",13053,21.2,61,1437 of 2897
"Henderson County, Kentucky",21101,21.1,298,1436 of 2897
"Clallam County, Washington",53009,21.1,118,1435 of 2897
"Salt Lake County, Utah",49035,21.1,2447,1434 of 2897
"La Salle Parish, Louisiana",22059,21.1,141,1433 of 2897
"Green Lake County, Wisconsin",55047,21.1,26,1432 of 2897
"Comanche County, Oklahoma",40031,21.1,1840,1431 of 2897
"Jackson County, West Virginia",54035,21.1,15,1430 of 2897
"Frontier County, Nebraska",31063,21.1,4,1429 of 2897
"Greene County, Ohio",39057,21.1,889,1428 of 2897
"Teton County, Wyoming",56039,21,29,1427 of 2897
"Hernando County, Florida",12053,21,1023,1426 of 2897
"Coffee County, Tennessee",47031,21,232,1425 of 2897
"Hampshire County, Massachusetts",25015,21,301,1424 of 2897
"Washington County, Utah",49053,21,139,1423 of 2897
"Jackson County, Missouri",29095,21,15649,1422 of 2897
"Petersburg City, Virginia",51730,20.9,2367,1421 of 2897
"Franklin County, Kentucky",21073,20.9,461,1420 of 2897
"Autauga County, Alabama",01001,20.9,1124,1419 of 2897
"Pima County, Arizona",04019,20.9,3669,1418 of 2897
"Story County, Iowa",19169,20.8,264,1417 of 2897
"Marion County, Ohio",39101,20.8,135,1416 of 2897
"Morris County, Texas",48343,20.8,230,1415 of 2897
"Mifflin County, Pennsylvania",42087,20.8,41,1414 of 2897
"Denver County, Colorado",08031,20.8,6473,1413 of 2897
"Marlboro County, South Carolina",45069,20.8,1154,1412 of 2897
"McClain County, Oklahoma",40087,20.8,53,1411 of 2897
"Marquette County, Wisconsin",55077,20.8,16,1410 of 2897
"Chester County, South Carolina",45023,20.8,1171,1409 of 2897
"Jasper County, Missouri",29097,20.8,230,1408 of 2897
"Linn County, Kansas",20107,20.8,11,1405 of 2897
"Litchfield County, Connecticut",09005,20.8,385,1405 of 2897
"Schuyler County, New York",36097,20.8,22,1405 of 2897
"Sacramento County, California",06067,20.7,14947,1404 of 2897
"Belmont County, Ohio",39013,20.7,154,1403 of 2897
"Fremont County, Colorado",08043,20.7,23,1402 of 2897
"Love County, Oklahoma",40085,20.7,30,1401 of 2897
"Carbon County, Pennsylvania",42025,20.6,123,1400 of 2897
"Shawano County, Wisconsin",55115,20.6,13,1399 of 2897
"Boone County, Kentucky",21015,20.6,512,1398 of 2897
"Greene County, Georgia",13133,20.6,593,1397 of 2897
"Lancaster County, South Carolina",45057,20.6,1777,1396 of 2897
"Mitchell County, Georgia",13205,20.6,867,1395 of 2897
"San Bernardino County, California",06071,20.6,15970,1394 of 2897
"Morgan County, Colorado",08087,20.6,125,1393 of 2897
"Jefferson County, New York",36045,20.5,640,1392 of 2897
"Bedford City and County, Virginia",51917,20.5,462,1391 of 2897
"Richmond County, New York",36085,20.5,4641,1390 of 2897
"Panola County, Texas",48365,20.4,265,1389 of 2897
"Newport News City, Virginia",51700,20.4,6915,1388 of 2897
"Polk County, Florida",12105,20.4,10114,1387 of 2897
"Knox County, Indiana",18083,20.4,79,1386 of 2897
"Gregg County, Texas",48183,20.4,2159,1385 of 2897
"Portage County, Ohio",39133,20.4,562,1384 of 2897
"McDonough County, Illinois",17109,20.4,34,1382 of 2897
"Tuscarawas County, Ohio",39157,20.4,102,1382 of 2897
"Bonner County, Idaho",16017,20.3,12,1381 of 2897
"Orleans County, New York",36073,20.3,111,1380 of 2897
"Lauderdale County, Tennessee",47097,20.3,745,1379 of 2897
"Lunenburg County, Virginia",51111,20.3,360,1378 of 2897
"Randolph County, Illinois",17157,20.3,193,1377 of 2897
"Putnam County, Georgia",13237,20.2,494,1376 of 2897
"McKinley County, New Mexico",35031,20.2,40,1374 of 2897
"Summers County, West Virginia",54089,20.2,40,1374 of 2897
"Orange County, North Carolina",37135,20.2,1382,1373 of 2897
"Iowa County, Wisconsin",55049,20.1,27,1372 of 2897
"Butler County, Alabama",01013,20.1,761,1371 of 2897
"Gulf County, Florida",12045,20.1,94,1370 of 2897
"Mercer County, New Jersey",34021,20.1,6793,1369 of 2897
"Emporia City, Virginia",51595,20.1,329,1368 of 2897
"Duplin County, North Carolina",37061,20.1,992,1367 of 2897
"Duval County, Florida",12031,20.1,26265,1366 of 2897
"Lee County, Florida",12071,20.1,5811,1365 of 2897
"Hays County, Texas",48209,20.1,769,1364 of 2897
"Louisa County, Virginia",51109,20.1,489,1363 of 2897
"Northampton County, Pennsylvania",42095,20.1,1710,1362 of 2897
"Forsyth County, North Carolina",37067,20.1,8521,1361 of 2897
"Hardin County, Kentucky",21093,20,1296,1360 of 2897
"Beaufort County, South Carolina",45013,20,2878,1359 of 2897
"Jefferson County, Arkansas",05069,20,3330,1358 of 2897
"Harrison County, Ohio",39067,20,31,1354 of 2897
"Marinette County, Wisconsin",55075,20,23,1354 of 2897
"Metcalfe County, Kentucky",21169,20,12,1354 of 2897
"Stone County, Missouri",29209,20,1,1354 of 2897
"Ionia County, Michigan",26067,20,175,1353 of 2897
"Charleston County, South Carolina",45019,20,9060,1352 of 2897
"Massac County, Illinois",17127,20,82,1351 of 2897
"Yuma County, Arizona",04027,19.9,416,1350 of 2897
"Carroll County, Mississippi",28015,19.9,328,1349 of 2897
"Angelina County, Texas",48005,19.9,1024,1348 of 2897
"Kent County, Maryland",24029,19.9,226,1347 of 2897
"Walton County, Georgia",13297,19.9,1587,1346 of 2897
"Randolph County, Alabama",01111,19.9,371,1345 of 2897
"Hendry County, Florida",12051,19.8,367,1344 of 2897
"Polk County, Texas",48373,19.8,313,1343 of 2897
"Walla Walla County, Washington",53071,19.8,66,1342 of 2897
"Nobles County, Minnesota",27105,19.8,124,1341 of 2897
"Pittsylvania County, Virginia",51143,19.8,1068,1340 of 2897
"Bastrop County, Texas",48021,19.8,726,1339 of 2897
"Adams County, Illinois",17001,19.7,252,1338 of 2897
"Orange County, Florida",12095,19.7,27106,1337 of 2897
"Muskogee County, Oklahoma",40101,19.7,613,1336 of 2897
"Dorchester County, South Carolina",45035,19.7,3692,1335 of 2897
"Colleton County, South Carolina",45029,19.7,1147,1334 of 2897
"Flagler County, Florida",12035,19.7,1002,1333 of 2897
"Richland County, South Carolina",45079,19.6,16805,1332 of 2897
"Ulster County, New York",36111,19.6,948,1331 of 2897
"Jackson County, Florida",12063,19.5,850,1330 of 2897
"Fillmore County, Minnesota",27045,19.5,16,1329 of 2897
"Aroostook County, Maine",23003,19.5,79,1328 of 2897
"Grady County, Georgia",13131,19.5,727,1327 of 2897
"Cerro Gordo County, Iowa",19033,19.5,93,1326 of 2897
"Emmet County, Michigan",26047,19.5,22,1325 of 2897
"Wise County, Virginia",51195,19.5,117,1324 of 2897
"Los Angeles County, California",06037,19.4,70741,1323 of 2897
"Genesee County, New York",36037,19.4,153,1322 of 2897
"Chilton County, Alabama",01021,19.4,340,1321 of 2897
"Grundy County, Illinois",17063,19.4,61,1320 of 2897
"Franklin County, Florida",12037,19.4,47,1319 of 2897
"White County, Tennessee",47185,19.4,40,1318 of 2897
"Twiggs County, Georgia",13289,19.4,313,1317 of 2897
"Lincoln County, Missouri",29113,19.4,133,1316 of 2897
"Navarro County, Texas",48349,19.4,553,1315 of 2897
"Monroe County, Florida",12087,19.4,637,1314 of 2897
"Iroquois County, Illinois",17075,19.4,25,1313 of 2897
"Adams County, Nebraska",31001,19.4,18,1311 of 2897
"Barton County, Kansas",20009,19.4,30,1311 of 2897
"Brunswick County, Virginia",51025,19.3,690,1310 of 2897
"Effingham County, Illinois",17049,19.3,11,1309 of 2897
"Saratoga County, New York",36091,19.2,371,1308 of 2897
"Campbell County, Wyoming",56005,19.2,10,1307 of 2897
"Hertford County, North Carolina",37091,19.2,1008,1306 of 2897
"Buckingham County, Virginia",51029,19.2,434,1305 of 2897
"Blue Earth County, Minnesota",27013,19.2,293,1304 of 2897
"Salem City, Virginia",51775,19.2,132,1303 of 2897
"Lebanon County, Pennsylvania",42075,19.2,295,1302 of 2897
"Mercer County, West Virginia",54055,19.2,317,1301 of 2897
"Dawson County, Georgia",13085,19.1,27,1300 of 2897
"Chambers County, Texas",48071,19.1,301,1299 of 2897
"McDuffie County, Georgia",13189,19.1,753,1298 of 2897
"Dane County, Wisconsin",55025,19.1,2647,1297 of 2897
"Athens County, Ohio",39009,19.1,79,1296 of 2897
"Passaic County, New Jersey",34031,19.1,4890,1295 of 2897
"Bay County, Florida",12005,19.1,1736,1294 of 2897
"Marion County, Georgia",13197,19.1,198,1293 of 2897
"Rock County, Wisconsin",55105,19.1,714,1292 of 2897
"Leavenworth County, Kansas",20103,19.1,552,1291 of 2897
"Coleman County, Texas",48083,19,28,1289 of 2897
"Phillips County, Kansas",20147,19,4,1289 of 2897
"Essex County, New Jersey",34013,19,27791,1288 of 2897
"Fulton County, Georgia",13121,19,38024,1287 of 2897
"Upshur County, Texas",48459,19,294,1286 of 2897
"Nash County, North Carolina",37127,19,3244,1285 of 2897
"Greenville County, South Carolina",45045,19,7672,1284 of 2897
"Alamance County, North Carolina",37001,19,2872,1283 of 2897
"Monongalia County, West Virginia",54061,18.9,391,1282 of 2897
"Washtenaw County, Michigan",26161,18.9,3777,1281 of 2897
"Burke County, Georgia",13033,18.9,936,1280 of 2897
"Charlottesville City, Virginia",51540,18.9,691,1279 of 2897
"New Haven County, Connecticut",09009,18.9,10100,1278 of 2897
"Jackson County, Oklahoma",40065,18.8,157,1277 of 2897
"Utah County, Utah",49049,18.8,458,1276 of 2897
"Osage County, Oklahoma",40113,18.8,398,1275 of 2897
"Jefferson County, Georgia",13163,18.8,686,1274 of 2897
"Porter County, Indiana",18127,18.8,606,1273 of 2897
"Chittenden County, Vermont",50007,18.8,470,1272 of 2897
"Strafford County, New Hampshire",33017,18.8,140,1271 of 2897
"St. Francois County, Missouri",29187,18.8,85,1270 of 2897
"Dickson County, Tennessee",47043,18.8,207,1268 of 2897
"Piatt County, Illinois",17147,18.8,3,1268 of 2897
"Champaign County, Ohio",39021,18.7,80,1267 of 2897
"Kittitas County, Washington",53037,18.7,38,1266 of 2897
"Sussex County, Delaware",10005,18.7,2211,1265 of 2897
"Guilford County, North Carolina",37081,18.7,15011,1264 of 2897
"Morgan County, Indiana",18109,18.7,17,1263 of 2897
"Cole County, Missouri",29051,18.6,711,1262 of 2897
"Lehigh County, Pennsylvania",42077,18.6,2527,1261 of 2897
"Hart County, Georgia",13147,18.6,455,1260 of 2897
"Berks County, Pennsylvania",42011,18.6,2036,1259 of 2897
"Clinton County, Ohio",39027,18.6,48,1257 of 2897
"Meade County, South Dakota",46093,18.6,32,1257 of 2897
"Cottle County, Texas",48101,18.6,13,1255 of 2897
"Itasca County, Minnesota",27061,18.6,13,1255 of 2897
"Staunton City, Virginia",51790,18.6,240,1254 of 2897
"Davidson County, Tennessee",47037,18.5,15509,1253 of 2897
"Ford County, Kansas",20057,18.5,66,1251 of 2897
"Milam County, Texas",48331,18.5,165,1251 of 2897
"McCormick County, South Carolina",45065,18.5,328,1250 of 2897
"Mineral County, Nevada",32021,18.5,20,1248 of 2897
"Nowata County, Oklahoma",40105,18.5,10,1248 of 2897
"Pasquotank County, North Carolina",37139,18.5,1173,1247 of 2897
"Kings County, New York",36047,18.5,66952,1246 of 2897
"Lexington County, South Carolina",45063,18.5,3713,1245 of 2897
"Berkeley County, West Virginia",54003,18.5,788,1244 of 2897
"Bradley County, Arkansas",05011,18.5,221,1243 of 2897
"Hudson County, New Jersey",34017,18.5,7218,1242 of 2897
"Clay County, Missouri",29047,18.4,1427,1241 of 2897
"Walker County, Alabama",01127,18.4,280,1240 of 2897
"Alexander County, Illinois",17003,18.4,162,1239 of 2897
"Cheatham County, Tennessee",47021,18.4,49,1238 of 2897
"DeWitt County, Texas",48123,18.3,112,1237 of 2897
"Bee County, Texas",48025,18.3,35,1236 of 2897
"Caledonia County, Vermont",50005,18.3,24,1235 of 2897
"Montrose County, Colorado",08085,18.3,13,1234 of 2897
"Gloucester County, New Jersey",34015,18.3,2559,1233 of 2897
"Cullman County, Alabama",01043,18.3,82,1232 of 2897
"Berrien County, Georgia",13019,18.3,132,1231 of 2897
"Whitfield County, Georgia",13313,18.3,324,1230 of 2897
"St. Louis County, Missouri",29189,18.3,19216,1229 of 2897
"Okmulgee County, Oklahoma",40111,18.2,235,1228 of 2897
"Saline County, Illinois",17165,18.2,39,1227 of 2897
"Harnett County, North Carolina",37085,18.2,2428,1226 of 2897
"Jefferson Davis Parish, Louisiana",22053,18.2,457,1225 of 2897
"Bexar County, Texas",48029,18.2,13570,1224 of 2897
"Harris County, Texas",48201,18.2,74099,1223 of 2897
"Atchison County, Missouri",29005,18.2,2,1218 of 2897
"Deaf Smith County, Texas",48117,18.2,10,1218 of 2897
"Grundy County, Tennessee",47061,18.2,2,1218 of 2897
"Martin County, Indiana",18101,18.2,2,1218 of 2897
"Worth County, Iowa",19195,18.2,4,1218 of 2897
"Hillsborough County, Florida",12057,18.2,20018,1217 of 2897
"Columbiana County, Ohio",39029,18.1,157,1216 of 2897
"Northumberland County, Virginia",51133,18.1,227,1215 of 2897
"Washington County, Vermont",50023,18.1,65,1214 of 2897
"Smith County, Texas",48423,18,3142,1213 of 2897
"Prentiss County, Mississippi",28117,18,208,1212 of 2897
"Davidson County, North Carolina",37057,18,1303,1211 of 2897
"Taylor County, Kentucky",21217,18,119,1210 of 2897
"Murray County, Georgia",13213,18,32,1209 of 2897
"Jasper County, Iowa",19099,18,46,1208 of 2897
"Appomattox County, Virginia",51011,18,248,1207 of 2897
"Greene County, Tennessee",47059,18,107,1206 of 2897
"Sumner County, Tennessee",47165,17.9,1275,1205 of 2897
"Cleveland County, Oklahoma",40027,17.9,1250,1204 of 2897
"Curry County, New Mexico",35009,17.9,263,1203 of 2897
"Caddo County, Oklahoma",40015,17.9,71,1202 of 2897
"Covington County, Alabama",01039,17.9,360,1200 of 2897
"Maui County, Hawaii",15009,17.9,120,1200 of 2897
"Kerr County, Texas",48265,17.9,61,1199 of 2897
"Charlotte County, Virginia",51037,17.9,279,1198 of 2897
"Lee County, Georgia",13177,17.9,596,1197 of 2897
"Scott County, Virginia",51169,17.8,8,1196 of 2897
"Cross County, Arkansas",05037,17.8,215,1195 of 2897
"Delaware County, Pennsylvania",42045,17.7,9933,1194 of 2897
"Atchison County, Kansas",20005,17.7,33,1193 of 2897
"Lancaster County, Pennsylvania",42071,17.7,2028,1192 of 2897
"Waupaca County, Wisconsin",55135,17.7,39,1191 of 2897
"York County, Pennsylvania",42133,17.7,2329,1190 of 2897
"Franklin County, Virginia",51067,17.7,340,1189 of 2897
"Kent County, Delaware",10001,17.7,3576,1188 of 2897
"Rio Grande County, Colorado",08105,17.6,3,1187 of 2897
"Chatham County, Georgia",13051,17.6,9300,1186 of 2897
"Wayne County, New York",36117,17.6,198,1185 of 2897
"Lincoln County, Arkansas",05079,17.6,81,1184 of 2897
"Sarasota County, Florida",12115,17.6,1486,1183 of 2897
"Dallas County, Texas",48113,17.6,46962,1182 of 2897
"Kaufman County, Texas",48257,17.6,1611,1181 of 2897
"Lincoln County, North Carolina",37109,17.6,329,1180 of 2897
"Portsmouth City, Virginia",51740,17.5,3790,1179 of 2897
"San Diego County, California",06073,17.5,13922,1178 of 2897
"Spokane County, Washington",53063,17.5,843,1177 of 2897
"Hardeman County, Tennessee",47069,17.4,717,1176 of 2897
"St. Joseph County, Michigan",26149,17.4,116,1175 of 2897
"Boulder County, Colorado",08013,17.4,307,1174 of 2897
"Worcester County, Maryland",24047,17.3,494,1173 of 2897
"Suffolk County, Massachusetts",25025,17.3,12870,1172 of 2897
"Chester County, Pennsylvania",42029,17.3,2250,1171 of 2897
"Palm Beach County, Florida",12099,17.3,22128,1170 of 2897
"Jefferson County, Washington",53031,17.3,14,1169 of 2897
"Tolland County, Connecticut",09013,17.3,321,1168 of 2897
"Providence County, Rhode Island",44007,17.2,4855,1167 of 2897
"Macomb County, Michigan",26099,17.2,8100,1166 of 2897
"Freestone County, Texas",48161,17.2,220,1165 of 2897
"Johnston County, North Carolina",37101,17.2,2720,1164 of 2897
"Lumpkin County, Georgia",13187,17.2,11,1162 of 2897
"Whitley County, Indiana",18183,17.2,11,1162 of 2897
"Midland County, Texas",48329,17.1,924,1161 of 2897
"King County, Washington",53033,17.1,12779,1160 of 2897
"Camp County, Texas",48063,17.1,159,1159 of 2897
"Calhoun County, Arkansas",05013,17.1,88,1158 of 2897
"Polk County, Minnesota",27119,17.1,83,1157 of 2897
"Ross County, Ohio",39141,17.1,245,1156 of 2897
"Plaquemines Parish, Louisiana",22075,17.1,364,1155 of 2897
"Franklin County, Alabama",01059,17.1,123,1154 of 2897
"Christian County, Illinois",17021,17.1,51,1153 of 2897
"Maricopa County, Arizona",04013,17,20414,1152 of 2897
"Perry County, Pennsylvania",42099,17,38,1151 of 2897
"Surry County, Virginia",51181,16.9,219,1150 of 2897
"Pierce County, Wisconsin",55093,16.9,24,1149 of 2897
"Fairfield County, South Carolina",45039,16.9,937,1148 of 2897
"Cherokee County, Oklahoma",40021,16.9,29,1147 of 2897
"Merrimack County, New Hampshire",33013,16.9,178,1146 of 2897
"Washington County, Oregon",41067,16.8,1281,1145 of 2897
"Warren County, New Jersey",34041,16.8,428,1144 of 2897
"Hardin County, Texas",48199,16.8,265,1143 of 2897
"Caroline County, Virginia",51033,16.8,634,1142 of 2897
"Moore County, North Carolina",37125,16.7,805,1141 of 2897
"Crawford County, Arkansas",05033,16.7,49,1140 of 2897
"San Joaquin County, California",06077,16.7,3998,1139 of 2897
"Schuylkill County, Pennsylvania",42107,16.7,87,1138 of 2897
"Hartford County, Connecticut",09003,16.7,9520,1137 of 2897
"Adams County, Pennsylvania",42001,16.7,115,1136 of 2897
"Yavapai County, Arizona",04025,16.7,145,1135 of 2897
"Colfax County, New Mexico",35007,16.7,1,1131 of 2897
"Nemaha County, Kansas",20131,16.7,2,1131 of 2897
"Runnels County, Texas",48399,16.7,19,1131 of 2897
"Wyandot County, Ohio",39175,16.7,2,1131 of 2897
"Bamberg County, South Carolina",45009,16.6,589,1130 of 2897
"Lamb County, Texas",48279,16.6,40,1129 of 2897
"Adams County, Colorado",08001,16.6,1486,1128 of 2897
"Licking County, Ohio",39089,16.6,638,1127 of 2897
"Manatee County, Florida",12081,16.6,2455,1126 of 2897
"Hillsborough County, New Hampshire",33011,16.5,1092,1125 of 2897
"Elmore County, Alabama",01051,16.5,1153,1124 of 2897
"Fleming County, Kentucky",21069,16.5,14,1123 of 2897
"Amherst County, Virginia",51009,16.5,444,1122 of 2897
"Augusta County, Virginia",51015,16.4,144,1121 of 2897
"McMinn County, Tennessee",47107,16.4,142,1120 of 2897
"DeKalb County, Alabama",01049,16.4,67,1119 of 2897
"Montgomery County, Tennessee",47125,16.4,3339,1118 of 2897
"Saluda County, South Carolina",45081,16.4,358,1117 of 2897
"Harmon County, Oklahoma",40057,16.4,21,1116 of 2897
"Buncombe County, North Carolina",37021,16.4,1127,1115 of 2897
"Cass County, Michigan",26027,16.4,233,1113 of 2897
"Wicomico County, Maryland",24045,16.4,1971,1113 of 2897
"Madison County, Mississippi",28089,16.4,2994,1112 of 2897
"Washington County, Kentucky",21229,16.4,46,1111 of 2897
"Christian County, Kentucky",21047,16.4,1032,1110 of 2897
"Polk County, Arkansas",05113,16.3,8,1109 of 2897
"Otter Tail County, Minnesota",27111,16.3,55,1108 of 2897
"Screven County, Georgia",13251,16.3,394,1107 of 2897
"Bartow County, Georgia",13015,16.3,853,1106 of 2897
"Travis County, Texas",48453,16.3,8124,1105 of 2897
"Monterey County, California",06053,16.3,677,1104 of 2897
"Hancock County, Indiana",18059,16.3,161,1103 of 2897
"Carroll County, Ohio",39019,16.3,20,1102 of 2897
"Iredell County, North Carolina",37097,16.2,1631,1101 of 2897
"Poquoson City, Virginia",51735,16.2,6,1100 of 2897
"Pontotoc County, Mississippi",28115,16.2,368,1099 of 2897
"Franklin County, Tennessee",47051,16.2,157,1098 of 2897
"Kane County, Illinois",17089,16.2,2151,1097 of 2897
"Whatcom County, Washington",53073,16.2,191,1096 of 2897
"Woods County, Oklahoma",40151,16.2,16,1095 of 2897
"Simpson County, Kentucky",21213,16.2,158,1094 of 2897
"Santa Barbara County, California",06083,16.2,614,1093 of 2897
"Douglas County, Kansas",20045,16.1,385,1092 of 2897
"Waukesha County, Wisconsin",55133,16.1,537,1091 of 2897
"Galveston County, Texas",48167,16.1,3177,1090 of 2897
"Onslow County, North Carolina",37133,16.1,2094,1089 of 2897
"Webster County, Missouri",29225,16.1,5,1088 of 2897
"Little River County, Arkansas",05081,16.1,182,1087 of 2897
"Yakima County, Washington",53077,16.1,229,1086 of 2897
"Lake County, Illinois",17097,16.1,3383,1085 of 2897
"Quitman County, Georgia",13239,16,107,1084 of 2897
"Alexandria City, Virginia",51510,16,2596,1083 of 2897
"Durham County, North Carolina",37063,16,7870,1082 of 2897
"Madison County, Alabama",01089,16,6428,1081 of 2897
"Rankin County, Mississippi",28121,16,2216,1080 of 2897
"Walsh County, North Dakota",38099,16,4,1079 of 2897
"Cache County, Utah",49005,16,92,1078 of 2897
"Lincoln County, Oregon",41041,16,15,1077 of 2897
"Sumter County, Florida",12119,15.9,339,1076 of 2897
"El Dorado County, California",06017,15.9,130,1075 of 2897
"St. Marys County, Maryland",24037,15.9,1210,1074 of 2897
"Calhoun County, Texas",48057,15.9,48,1073 of 2897
"Hidalgo County, Texas",48215,15.9,442,1072 of 2897
"Livingston County, Michigan",26093,15.9,78,1071 of 2897
"Bristol County, Massachusetts",25005,15.9,1782,1070 of 2897
"St. James Parish, Louisiana",22093,15.9,755,1069 of 2897
"Ozaukee County, Wisconsin",55089,15.9,89,1068 of 2897
"Lawrence County, Ohio",39087,15.9,72,1067 of 2897
"St. Tammany Parish, Louisiana",22103,15.9,2359,1066 of 2897
"Middlesex County, Connecticut",09007,15.8,692,1065 of 2897
"Giles County, Tennessee",47055,15.7,243,1064 of 2897
"Okeechobee County, Florida",12093,15.7,139,1063 of 2897
"Liberty County, Texas",48291,15.7,466,1062 of 2897
"New Castle County, Delaware",10003,15.7,10003,1061 of 2897
"Oconee County, South Carolina",45073,15.6,426,1060 of 2897
"Decatur County, Tennessee",47039,15.6,20,1059 of 2897
"Skagit County, Washington",53057,15.6,84,1058 of 2897
"Dinwiddie County, Virginia",51053,15.6,642,1057 of 2897
"Brevard County, Florida",12009,15.5,4195,1056 of 2897
"Cooper County, Missouri",29053,15.5,48,1055 of 2897
"Haskell County, Oklahoma",40061,15.5,9,1054 of 2897
"Creek County, Oklahoma",40037,15.5,118,1053 of 2897
"Lewis and Clark County, Montana",30049,15.5,31,1052 of 2897
"Hampton City, Virginia",51650,15.5,4701,1051 of 2897
"Camden County, New Jersey",34007,15.5,6873,1050 of 2897
"Christian County, Missouri",29043,15.4,54,1049 of 2897
"Ascension Parish, Louisiana",22005,15.4,2050,1048 of 2897
"Greensville County, Virginia",51081,15.4,353,1047 of 2897
"Essex County, Virginia",51057,15.4,287,1046 of 2897
"Pembina County, North Dakota",38067,15.4,4,1043 of 2897
"Prince of Wales-Hyder Census Area, Alaska",02198,15.4,2,1043 of 2897
"Williams County, Ohio",39171,15.4,20,1043 of 2897
"Franklin County, North Carolina",37069,15.4,1088,1042 of 2897
"Grant County, New Mexico",35017,15.3,23,1040 of 2897
"Sevier County, Tennessee",47155,15.3,46,1040 of 2897
"Solano County, California",06095,15.3,4131,1039 of 2897
"Fayette County, Ohio",39047,15.3,64,1038 of 2897
"Collier County, Florida",12021,15.3,1831,1037 of 2897
"Ketchikan Gateway Borough, Alaska",02130,15.3,13,1036 of 2897
"Hendricks County, Indiana",18063,15.3,1005,1035 of 2897
"St. Lucie County, Florida",12111,15.3,4807,1034 of 2897
"Bourbon County, Kentucky",21017,15.3,86,1033 of 2897
"Greenbrier County, West Virginia",54025,15.3,49,1032 of 2897
"Charles City County, Virginia",51036,15.2,221,1031 of 2897
